id,content,identifier,next_recommendation_id,module_id
1673,"The resignation seems to be valid, but the employee would still be liable for damages to the employer.

Failure to comply with the Labor Code’s requirement of serving a written notice at least one month prior to the date of resignation does not make the resignation void, but it does make the employee liable for damages. (Serrano v. NLRC, G.R. No. 117040, 27 January 2000)

Note that an employee may also be charged with reimbursing the employer the costs it covered in training the employee for a higher position. (Almario v. Philippine Airlines, Inc., G.R. No. 170928, 11 September 2007) Such unrecovered costs may be deducted from the employee’s retirement pay. (Elgir v. Philippine Airlines, Inc., G.R. No. 181995, 16 July 2012)",73,NULL,1
1674,"The resignation seems to be valid.

In a case where the employer asked that the date of resignation be moved earlier than that originally stated in the notice of termination, the Supreme Court held that such a move was valid and did not amount to harassment by the employer. This is because the 30-day notice requirement is for the benefit of the employer; thus, the employer can choose to waive this benefit. (Hechanova Bugay Vilchez Lawyers v. Atty. Leny O. Matorre, G.R. No. 198261, 16 October 2013)",74,NULL,1
1675,"Unless agreed to by the employee, the employer cannot decide to extend the period beyond the 30-day period. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017) 

The benefit of the 30-day period may be for the employer, (Hechanova Bugay Vilchez Lawyers v. Atty. Leny O. Matorre, G.R. No. 198261, 16 October 2013) but this does not include a power to extend the period beyond 30 days. Nothing in the law permits this.",75,NULL,1
1676,"The withdrawal of the resignation seems to be valid.

The resigning employee may withdraw his resignation at any time before the employer accepts the resignation. (Custodio v. Ministry of Labor and Employment, G.R. No. 64374, 19 July 1990)

Note that the employer’s acceptance of the resignation is required to make the resignation valid and binding. (Shie Jie Corp. v. National Federation of Labor, G.R. No. 153148, 15 July 2005)",76,NULL,1
1677,"The withdrawal of the resignation seems to be valid.

The resigning employee may withdraw his resignation at any time before the employer accepts the resignation. Once the resignation has been accepted, it can no longer be withdrawn by the employee unless the employer agrees to the same. (Custodio v. Ministry of Labor and Employment, G.R. No. 64374, 19 July 1990)

If the employer agrees to the withdrawal of the resignation letter even after he accepts the resignation, then the withdrawal will be valid.

Note that the employer’s acceptance of the resignation is required to make the resignation valid and binding. (Shie Jie Corp. v. National Federation of Labor, G.R. No. 153148, 15 July 2005) ",77,NULL,1
1678,"The withdrawal of the resignation does not seem to be valid.

A duly accepted resignation terminates the employer-employee relationship. (Philippine National Construction Corporation v. NLRC, G.R. No. 120961, 2 October 1997)

The resigning employee may withdraw his resignation at any time before the employer accepts the resignation. Once the resignation has been accepted, it can no longer be withdrawn by the employee unless the employer agrees to the same. (Custodio v. Ministry of Labor and Employment, G.R. No. 64374, 19 July 1990)

If the employer does not agree to the withdrawal of the resignation even after he has accepted the resignation, then the withdrawal will not be valid. Whether or not the withdrawal would be accepted is solely up to the employer. (Intertod Maritime, Inc. v. NLRC, G.R. No. 81807, 19 June 1991)

Note that the employer’s acceptance of the resignation is required to make the resignation valid and binding. (Shie Jie Corp. v. National Federation of Labor, G.R. No. 153148, 15 July 2005)",78,NULL,1
1668,"The agreement seems to be one designed to circumvent the security of tenure.

The Labor Code was developed precisely to counter such agreements. (Brent School, Inc. v. Zamora, G.R. No. L-48494, 5 February 1990) Termination based on such contracts cannot thus be upheld as they are contrary to law. 

The dismissal seems to be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",68,1735,1
1670,"You seem to be a regular employee.

When a fixed-term employee is allowed to work beyond the term, he becomes a regular employee. (Viernes v. NLRC, G.R. No. 108405, 4 April 2003)

Regular employees can only be terminated based on just or authorized causes. Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. If the employer did not use such grounds, then the dismissal would be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",70,1735,1
1671,"Termination prior to the lapse of fixed-term contract should be for a just or authorized cause. (Philippine National Oil Company – Energy Development Corporation v. NLRC, G.R. No. 97747, 31 March 1993)

Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. 

If the employer did not use such grounds, then the dismissal would be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",71,1735,1
1679,"The resignation seems to be valid.

For a voluntary resignation to be valid and binding, the employee must have given a written resignation letter to the employer at least 30 days prior to the intended date of resignation. (Art 300 (a), Labor Code) The employer must have also accepted the resignation. (Shie Jie Corp. v. National Federation of Labor, G.R. No. 153148, 15 July 2005)

If all of these requirements are present, then the resignation would be valid and effective.",79,NULL,1
1680,"The resignation does not seem to be valid.

For a voluntary resignation to be valid and binding, the employee must have given a written resignation letter to the employer at least 30 days prior to the intended date of resignation. (Art 300 (a), Labor Code) The employer must have also accepted the resignation. (Shie Jie Corp. v. National Federation of Labor, G.R. No. 153148, 15 July 2005)

Without the employer’s acceptance or proof of acceptance, the resignation may not take effect. (Reyes v. CA, G.R. No. 154448, 15 August 2003)",80,NULL,1
1682,"The resignation does not seem to have been forced as there was still an intent on your part to relinquish the office.

Please consult a lawyer or go back to TE Question 124 to better determine what type of resignation was made.",82,NULL,1
1684,"The resignation seems to be valid.

In similar cases, the Supreme Court held that resignations tendered under threat of being terminated for just cause are nevertheless voluntarily made. As long as the threatened administrative action is well-supported by evidence, the employee’s resignation to avoid it will still be treated as having been made voluntarily. (Domondon v. NLRC, G.R. No. 154376, 30 September 2005)",84,NULL,1
1685,"The resignation does not seem to be valid.

A resignation under threat of dismissal may be justified if the dismissal is due to substantiated just causes under the law. (Domondon v. NLRC, G.R. No. 154376, 30 September 2005) If the threat of dismissal was for other reasons, the same may not be justified and could be treated as a resignation forced or demanded by the employer.

In order to be valid, resignations must be made voluntarily and with the intention of relinquishing the office, coupled with an act of relinquishment. (SME Bank, Inc. v. De Guzman, G.R. Nos. 184517 & 186641, 8 October 2013) Resignation letters which were written and submitted upon the demand of the employer are not valid. (A’ Prime Security Services, Inc. v. NLRC, G.R. No. 107320, 19 January 2000) 

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",85,NULL,1
1686,"The resignation seems to be valid.

An employee may put an end to the employment relationship without need of serving any notice on the employer for any of the following causes: 

1)	Serious insult by the employer or his representative on the honor and person of the employee;
2)	Inhuman and unbearable treatment accorded the employee by the employer or his representative;
3)	Commission of a crime or offense by the employer or his representative against the person of the employee or any of the immediate members of his family; and
4)	Other causes analogous to any of the above. (Art. 300 (b), Labor Code)

If an employee’s resignation is caused by any of those listed, the resignation would be valid. ",86,NULL,1
1688,"The transfer seems to be valid, thus there does not seem to be any constructive dismissal.

When the transfer was done to comply with a government directive, there is no constructive dismissal. (Bisig Manggagawa sa Tryco v. NLRC, G.R. No. 151309, 15 October 2008)

Any resignation caused by such a valid transfer would likely be classified as a voluntary resignation. To see if such a resignation is valid, please proceed to TE Question 125.",88,NULL,1
1689,"The transfer seems to be valid, thus there does not seem to be any constructive dismissal.

There is constructive dismissal or dismissal in disguise when the transfer concurs with any of the following 3 circumstances:

1)	When the transfer is unreasonable, inconvenient, or prejudicial to the employee;
2)	When the transfer involves a demotion in rank or diminution of salaries, benefits, and other privileges; or
3)	When the employer performs a clear act of discrimination, insensibility, or disdain towards the employee, which forecloses any choice by the latter except to forego his continued employment. (Dreamland Hotel Resort v. Johnson, G.R. No. 191455, 12 March 2014)

When the transfer was done without the above conditions, it would be valid. (Bisig Manggagawa sa Tryco v. NLRC, G.R. No. 151309, 15 October 2008)

Any resignation caused by such a valid transfer would likely be classified as a voluntary resignation. To see if such a resignation is valid, please proceed to TE Question 125.",89,NULL,1
1683,"The resignation does not seem to be valid.

In order to be valid, resignations must be made voluntarily and with the intention of relinquishing the office, coupled with an act of relinquishment. (SME Bank, Inc. v. De Guzman, G.R. Nos. 184517 & 186641, 8 October 2013) Resignation letters which were written and submitted upon the demand of the employer are not valid. (A’ Prime Security Services, Inc. v. NLRC, G.R. No. 107320, 19 January 2000) 

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",83,1735,1
1692,"The suspension seems to be valid. There does not seem to be any constructive dismissal.

Preventive suspension may be legally imposed against an employee whose alleged violation is the subject of an investigation. The purpose of his suspension is to prevent him from causing harm or injury to the company as well as to his fellow employees. (Mandapat vs. Add Force Personnel Services, Inc., G.R. No. 180285, 6 July 2010)

Preventive suspension cannot last for more than 30 days. After such period, the employer must reinstate the worker in his former or in a substantially equivalent position. However, the employer may extend the period of suspension provided that during the period of extension, he pays the wages and other benefits due the worker. (Sec. 9, Rule XXIII, Book V, Implementing Rules of the Labor Code)

If the preventive suspension does not last for more than 30 days, the same is valid. Similarly, if the suspension lasts for more than 30 days, but the employer pays the wages and benefits due the employee, the suspension would be valid.",92,NULL,1
1694,"The resignation seems to be valid.

In situations where employees are threatened to be sued if they do not resign, the Supreme Court has held that such threats to sue may be valid. (Callanta v. NLRC, G.R. No. 105083, 20 August 1993) A threat to enforce one''s claim through competent authority, if the claim is just or legal, does not vitiate consent. (Art. 1335, par. 4, New Civil Code)",94,NULL,1
1695,"The case should be filed with the Regional Trial Court as it is an intra-corporate dispute, rather than a labor termination dispute. The Labor Arbiter has no jurisdiction over such cases. (Matling Industrial and Commercial Corporation v. Coros, G.R. No. 157802, 13 October 2010)",WTF 1,NULL,1
1696,"The employer, being an entity immune from suit, cannot be sued. 

Some employers are immune from suit because of the nature of their work. Some of them are special agencies that exist because of special agreements with the Philippines. Others are immune because of special laws. It is for these reasons that your employer cannot be sued.

Such entities include the Asian Development Bank (ADB), the United Nations and its specialized agencies, foreign states and its agents engaged in the discharge of government functions, and other entities accorded such immunity through treaties. Note that foreign entities engaging in commercial and non-governmental functions may not enjoy immunity from suit. (United States v. Hon. Rodrigo, G.R. No. 79470, 26 February 1990)

An entity which cannot be sued or which enjoys immunity from suit also extends its immunity to its officers with respect to the latter’s official acts. (Department of Foreign Affairs v. NLRC, G.R. No. 113191, 18 September 1996) 

Please consult the internal mechanisms of your institution for possible remedies. (International Catholic Migration Commission vs. Calleja, G.R. No. G.R. No. 85750, 28 September 1990)

Otherwise, you may ask for the Government to advocate for your cause through diplomatic channels. (The Holy See vs. Rosario, Jr., G.R. No. 101949, 1 December 1994)",WTF 2,NULL,1
1697,"The case should be filed with the Labor Arbiter.

Termination of employment is not a grievable issue that must be submitted to the grievance machinery or voluntary arbitration for adjudication. (Navarro, III v. Damasco, G.R. No. 101875, 14 July 1995) The jurisdiction over such cases remains within the original and exclusive ambit of the Labor Arbiter and not of the Voluntary Arbiter. (Maneja v. NLRC, G.R. No. 124013, 5 June 1998)

Even if the Collective Bargaining Agreement (CBA) provides that termination disputes are grievable, the same is merely discretionary on the part of the parties thereto. As long as they are not resorted to for termination disputes, the Labor Arbiter will still have exclusive and original jurisdiction over the case. (San Miguel Corporation v. NLRC, G.R. No. 108001, 15 March 1996)

IN CASE OF AN UNFAVORABLE DECISION BY THE LABOR ARBITER: (Art. 229, Labor Code)
•	You may appeal the Labor Arbiter’s decision before the National Labor Relations Commission (NLRC) within 10 calendar days from receiving the Labor Arbiter’s decision. (Sec. 1, Rule IV, NLRC Rules of Procedure)
•	Failure to appeal within this period will make the Labor Arbiter’s decision final and executory.
•	The appeal must be based on any of the following grounds:
a)	There is an evidence of abuse of discretion on the part of the Labor Arbiter;
b)	The Labor Arbiter’s decision was secured through fraud or coercion, including graft and corruption;
c)	Only questions of law are raised; or
d)	Serious errors in the appreciation of the facts will lead to grave or irreparable damage or injury.

IN CASE OF AN UNFAVORABLE DECISION BY THE NLRC: (Rule 65, Rules of Court)
•	You may file an independent special civil action in the form of a petition for certiorari under Rule 65 of the Rules of Court before the Court of Appeals (CA).
•	Generally, you need to file a motion for reconsideration before the NLRC first before filing this action before the Court of Appeals (Philtranco Service Enterprises, Inc. v. Philtranco Workers Union-Association of Genuine Labor Organizations (PWU-AGLO), G.R. No. 180962, 26 February 2014)
•	You have 60 days from receipt of the NLRC’s decision or denial of the motion for reconsideration to file this action; otherwise, it will become final and executory.
•	You need the assistance of a lawyer in order to file this petition before the Court of Appeals.
•	The action must be based on either of these grounds:
a)	The NLRC had no jurisdiction or exceeded its jurisdiction in rendering the decision; or
b)	There was grave abuse of discretion amounting to lack or excess of jurisdiction by the NLRC in rendering the decision.

IN CASE OF AN UNFAVORABLE DECISION BY THE CA:
•	Please consult your lawyer on the best course of action in elevating the case to the Supreme Court.",WTF 3,NULL,1
1691,"There seems to be constructive dismissal.

Indefinite suspensions have been treated by the Supreme Court as being tantamount to constructive dismissals. (Oriental Mindoro Electric Cooperative, Inc. v. NLRC, G.R. No. 111905, 31 July 1995)

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",91,1735,1
1698,"The case should be filed with the Labor Arbiter.

Where the dispute is just in the interpretation, implementation or enforcement stage, it may be referred to the grievance machinery set up in the CBA or brought to voluntary arbitration. However, once there is actual termination, jurisdiction is conferred upon Labor Arbiters. (Atlas Farms, Inc. v. NLRC, G.R. No. 142244, 18 November 2002)

IN CASE OF AN UNFAVORABLE DECISION BY THE LABOR ARBITER: (Art. 229, Labor Code)
•	You may appeal the Labor Arbiter’s decision before the National Labor Relations Commission (NLRC) within 10 calendar days from receiving the Labor Arbiter’s decision. (Sec. 1, Rule IV, NLRC Rules of Procedure)
•	Failure to appeal within this period will make the Labor Arbiter’s decision final and executory.
•	The appeal must be based on any of the following grounds:
a)	There is an evidence of abuse of discretion on the part of the Labor Arbiter;
b)	The Labor Arbiter’s decision was secured through fraud or coercion, including graft and corruption;
c)	Only questions of law are raised; or
d)	Serious errors in the appreciation of the facts will lead to grave or irreparable damage or injury.

IN CASE OF AN UNFAVORABLE DECISION BY THE NLRC: (Rule 65, Rules of Court)
•	You may file an independent special civil action in the form of a petition for certiorari under Rule 65 of the Rules of Court before the Court of Appeals (CA).
•	Generally, you need to file a motion for reconsideration before the NLRC first before filing this action before the Court of Appeals (Philtranco Service Enterprises, Inc. v. Philtranco Workers Union-Association of Genuine Labor Organizations (PWU-AGLO), G.R. No. 180962, 26 February 2014)
•	You have 60 days from receipt of the NLRC’s decision or denial of the motion for reconsideration to file this action; otherwise, it will become final and executory.
•	You need the assistance of a lawyer in order to file this petition before the Court of Appeals.
•	The action must be based on either of these grounds:
a)	The NLRC had no jurisdiction or exceeded its jurisdiction in rendering the decision; or
b)	There was grave abuse of discretion amounting to lack or excess of jurisdiction by the NLRC in rendering the decision.

IN CASE OF AN UNFAVORABLE DECISION BY THE CA:
•	Please consult your lawyer on the best course of action in elevating the case to the Supreme Court.",WTF 4,NULL,1
1699,"The grievance mechanism provided for under the Collective Bargaining Agreement or company policy should first be exhausted. Alternatively, the dispute may be brought before a Voluntary Arbitrator.

Where the dispute only involves the interpretation, implementation or enforcement the CBA, it may be referred to the grievance machinery set up in the CBA or brought to voluntary arbitration. (Atlas Farms, Inc. v. NLRC, G.R. No. 142244, 18 November 2002)

All grievances submitted to the grievance machinery which are not settled within
7 calendar days from the date of its submission shall automatically be
referred to voluntary arbitration prescribed in the Collective Bargaining Agreement. (Art. 273, Labor Code)

The Voluntary Arbitrator or panel of Voluntary Arbitrators have exclusive and original jurisdiction to hear and decide all unresolved grievances arising from the interpretation or implementation of the Collective Bargaining Agreement and those arising from the interpretation or enforcement of company policies. (Art. 274, Labor Code)

IN CASE OF AN UNFAVORABLE DECISION BY THE VOLUNTARY ARBITRATOR:
•	You may appeal the decision of the voluntary arbitrator by filing an appeal under Rule 43 of the Rules of Court before the Court of Appeals (CA).
•	You need the assistance of a lawyer in order to file this petition before the Court of Appeals.
•	You have 15 days from receipt of the Voluntary Arbitrator’s decision or denial of the motion for reconsideration to file this action; otherwise, it will become final and executory.

IN CASE OF AN UNFAVORABLE DECISION BY THE CA:
•	Please consult your lawyer on the best course of action in elevating the case to the Supreme Court.",WTF 5,NULL,1
1700,"The case should be filed with the Labor Arbiter.

Generally, the Labor Arbiter has jurisdiction where the dispute arising from an employer-employee relationship involves a claim for reinstatement or an amount in excess of P5,000.00 – regardless of whether or not there is a claim for reinstatement. (Art. 224 (a) (3) and (6), Labor Code)

IN CASE OF AN UNFAVORABLE DECISION BY THE LABOR ARBITER: (Art. 229, Labor Code)
•	You may appeal the Labor Arbiter’s decision before the National Labor Relations Commission (NLRC) within 10 calendar days from receiving the Labor Arbiter’s decision. (Sec. 1, Rule IV, NLRC Rules of Procedure)
•	Failure to appeal within this period will make the Labor Arbiter’s decision final and executory.
•	The appeal must be based on any of the following grounds:
a)	There is an evidence of abuse of discretion on the part of the Labor Arbiter;
b)	The Labor Arbiter’s decision was secured through fraud or coercion, including graft and corruption;
c)	Only questions of law are raised; or
d)	Serious errors in the appreciation of the facts will lead to grave or irreparable damage or injury.

IN CASE OF AN UNFAVORABLE DECISION BY THE NLRC: (Rule 65, Rules of Court)
•	You may file an independent special civil action in the form of a petition for certiorari under Rule 65 of the Rules of Court before the Court of Appeals (CA).
•	Generally, you need to file a motion for reconsideration before the NLRC first before filing this action before the Court of Appeals (Philtranco Service Enterprises, Inc. v. Philtranco Workers Union-Association of Genuine Labor Organizations (PWU-AGLO), G.R. No. 180962, 26 February 2014)
•	You have 60 days from receipt of the NLRC’s decision or denial of the motion for reconsideration to file this action; otherwise, it will become final and executory.
•	You need the assistance of a lawyer in order to file this petition before the Court of Appeals.
•	The action must be based on either of these grounds:
a)	The NLRC had no jurisdiction or exceeded its jurisdiction in rendering the decision; or
b)	There was grave abuse of discretion amounting to lack or excess of jurisdiction by the NLRC in rendering the decision.

IN CASE OF AN UNFAVORABLE DECISION BY THE CA:
•	Please consult your lawyer on the best course of action in elevating the case to the Supreme Court.",WTF 6,NULL,1
1701,"The case should be filed with the appropriate Regional Director of the Department of Labor and Employment.

The DOLE Regional Director has jurisdiction over disputes arising from an employer-employee relationship involves an amount not more than P5,000.00, as long as there is no claim for reinstatement. (Art. 129, Labor Code)

Note that the DOLE Regional Director or hearing officer must resolve the complaint within 30 days from the date of its filing. (Art. 129, Labor Code)

IN CASE OF AN UNFAVORABLE DECISION BY THE DOLE REGIONAL DIRECTOR: (Art. 229, Labor Code)
•	You may appeal the DOLE Regional Director’s decision before the National Labor Relations Commission (NLRC) within 5 calendar days from receiving the Labor Arbiter’s decision. (Sec. 1, Rule IV, NLRC Rules of Procedure)
•	Failure to appeal within this period will make the DOLE Regional Director’s decision final and executory.
•	The appeal must be based on any of the following grounds:
a)	There is an evidence of abuse of discretion on the part of the Labor Arbiter;
b)	The Labor Arbiter’s decision was secured through fraud or coercion, including graft and corruption;
c)	Only questions of law are raised; or
d)	Serious errors in the appreciation of the facts will lead to grave or irreparable damage or injury.

IN CASE OF AN UNFAVORABLE DECISION BY THE NLRC: (Rule 65, Rules of Court)
•	You may file an independent special civil action in the form of a petition for certiorari under Rule 65 of the Rules of Court before the Court of Appeals (CA).
•	Generally, you need to file a motion for reconsideration before the NLRC first before filing this action before the Court of Appeals (Philtranco Service Enterprises, Inc. v. Philtranco Workers Union-Association of Genuine Labor Organizations (PWU-AGLO), G.R. No. 180962, 26 February 2014)
•	You have 60 days from receipt of the NLRC’s decision or denial of the motion for reconsideration to file this action; otherwise, it will become final and executory.
•	You need the assistance of a lawyer in order to file this petition before the Court of Appeals.
•	The action must be based on either of these grounds:
a)	The NLRC had no jurisdiction or exceeded its jurisdiction in rendering the decision; or
b)	There was grave abuse of discretion amounting to lack or excess of jurisdiction by the NLRC in rendering the decision.

IN CASE OF AN UNFAVORABLE DECISION BY THE CA:
•	Please consult your lawyer on the best course of action in elevating the case to the Supreme Court.",WTF 7,NULL,1
1702,"The claim seems to have prescribed, as 3 years have already elapsed. 

All money claims arising from employer-employee relations must be filed within 3 years from the time the cause of action accrued – otherwise, they would be forever barred. (Art. 306, Labor Code)

As to claims in relation to illegal dismissal – such as backwages and damages because of such termination – a case must be filed within 4 years. (Art. 114, Civil Code; Arriola v. Pilipino Star Ngayon, Inc., G.R. No. 175689, 13 August 2014)",MC 1,NULL,1
1703,"The following are the minimum wage rates for the National Capital Region:

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 2,NULL,1
1704,"The following are the minimum wage rates for the Cordillera Administrative Region:

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 3,NULL,1
1705,"The following are the minimum wage rates for Region I (Ilocos):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 4,NULL,1
1706,"The following are the minimum wage rates for Region II (Cagayan Valley):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 5,NULL,1
1707,"The following are the minimum wage rates for Region III (Central Luzon):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 6,NULL,1
1708,"The following are the minimum wage rates for Region IV-A (CALABARZON):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 7,NULL,1
1709,"The following are the minimum wage rates for Region IV-B (MIMAROPA):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 8,NULL,1
1710,"The following are the minimum wage rates for Region V (Bicol):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 9,NULL,1
1711,"The following are the minimum wage rates for Region VI (Western Visayas):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 10,NULL,1
1655,"You seem to be a regular employee.

A written project employment contract is an indispensable requirement. (Sec. 2.2, Department Order No. 19, series of 1993) Without such a written contract, the employee will be deemed to be a regular employee. 

Regular employees can only be terminated based on just or authorized causes. Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. If the employer did not use such grounds, then the dismissal would be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",55,1735,1
1712,"The following are the minimum wage rates for Region VII (Central Visayas):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 11,NULL,1
