id,answer,instructions,annex_id,recommendation_id,next_question_id,question_id
1387,"Yes, I was terminated on the ground that I failed to qualify as a regular employee.",NULL,NULL,NULL,1567,1566
1389,"Yes, the standards were explained to me at the start of my employment.",NULL,NULL,NULL,1568,1567
1390,"No, the standards were not explained to me at the start of my employment.",NULL,NULL,1648,NULL,1567
1391,"Yes, it does.",NULL,NULL,NULL,1569,1568
1392,"No, it does not.",NULL,NULL,NULL,1570,1568
1393,"Yes, they were complied with.",NULL,NULL,NULL,1570,1569
1394,"No, they were not complied with.",NULL,NULL,1649,NULL,1569
1395,"Yes, I was given a written notice of termination.",NULL,NULL,NULL,1571,1570
1396,"No, I was not given a written notice of termination.",NULL,NULL,1654,NULL,1570
1397,"Yes, it was given to me before the probationary period expired.",NULL,NULL,NULL,1572,1571
1398,"No, it was given to me after the probationary period expired.",NULL,NULL,1650,NULL,1571
1399,"Yes, I was still made to work after the expiry of the probationary period.",NULL,NULL,1651,NULL,1572
1400,"No, I did not work after the expiry of the probationary period.",NULL,NULL,NULL,1573,1572
1402,"No, I have not been repeatedly hired as a probationary employee by the same employer.",NULL,NULL,1653,NULL,1573
1403,"Yes, I was terminated as a project employee.",NULL,NULL,NULL,1578,1574
1404,"No, I was not terminated as a project employee.",NULL,NULL,NULL,1579,1574
1405,I don’t know.,NULL,NULL,NULL,1575,1574
1406,"Yes, there is such a written employment contract.",NULL,NULL,NULL,1576,1575
1407,"No, there is no  written employment contract.",You do not seem to be a project employee.,NULL,1655,NULL,1575
1409,"Yes, I was.",NULL,NULL,NULL,1577,1576
1410,"No, I was not. ",You do not seem to be a project employee.,NULL,NULL,1579,1576
1411,"Yes, the project or undertaking’s scope and duration was specified at the time I was hired.",You seem to be a project employee.,NULL,NULL,1578,1577
1412,"No, the project or undertaking’s scope and duration was not specified at the time I was hired.",You do not seem to be a project employee.,NULL,NULL,1579,1577
1413,"Yes, I was terminated when it was completed.",NULL,NULL,1656,NULL,1578
1414,"No, I was not terminated even after it was completed.",NULL,NULL,1657,NULL,1578
1415,"No, I was terminated before it was completed.",NULL,NULL,1658,NULL,1578
1418,I don’t know.,NULL,NULL,NULL,1580,1579
1419,"Yes, there is such a written employment contract.",NULL,NULL,NULL,1581,1580
1421,"There is a written employment contract, but it does not state that I am a seasonal employee.",You do not seem to be a seasonal employee. ,NULL,NULL,1585,1580
1422,"Yes, it is.",NULL,NULL,NULL,1582,1581
1423,"No, it is not.",You do not seem to be a seasonal employee.,NULL,NULL,1585,1581
1424,"Yes, it is.",NULL,NULL,NULL,1583,1582
1425,"No, it is not.",You do not seem to be a seasonal employee.,NULL,NULL,1585,1582
1426,"Yes, it is.",You seem to be a seasonal employee.,NULL,NULL,1584,1583
1427,"No, it is not.",You do not seem to be a seasonal employee.,NULL,NULL,1585,1583
1428,"Yes, I have been hired as a seasonal employee for more than one season by the same employer.",NULL,NULL,1660,NULL,1584
1429,"No, I have not been hired for more than one season.",NULL,NULL,1661,NULL,1584
1430,"Yes, I was terminated as a casual employee.",NULL,NULL,NULL,1588,1585
1431,"No, I was not terminated as a casual employee.",NULL,NULL,NULL,1590,1585
1432,I don’t know.,NULL,NULL,NULL,1586,1585
1434,"No, there is no written employment contract.",You do not seem to be a casual employee.,NULL,1662,NULL,1586
1436,"Yes, it is merely incidental to the employer’s business.",You seem to be a casual employee.,NULL,NULL,1588,1587
1437,"No, it is necessary or desirable to the employer’s usual trade or business.",You do not seem to be a casual employee.,NULL,NULL,1590,1587
1438,"Yes, I have worked for at least a year or more.",NULL,NULL,1663,NULL,1588
1439,"No, I have worked for less than a year.",NULL,NULL,NULL,1589,1588
1440,"Yes, I have been repeatedly rehired as a casual employee by the same employer.",NULL,NULL,1664,NULL,1589
1441,"No, I have not been repeatedly rehired.",NULL,NULL,1665,NULL,1589
1442,"Yes, I was terminated as a fixed-term employee.",NULL,NULL,NULL,1593,1590
1443,"No, I was not terminated as a fixed-term employee.",NULL,NULL,1666,NULL,1590
1444,I don’t know.,NULL,NULL,NULL,1591,1590
1445,"Yes, there is such a written contract.",NULL,NULL,NULL,1592,1591
1446,"No, there is no written employment contract.",NULL,NULL,1667,NULL,1591
1447,"There is a written employment contract, but it does not state the specific fixed period of employment.",NULL,NULL,1666,NULL,1591
1448,"Yes, we dealt with each other in equal terms.",You seem to be a fixed-term employee.,NULL,NULL,1594,1592
1449,"No, we did not deal with each other in equal terms.",NULL,NULL,NULL,1593,1592
1450,"Yes, I voluntarily agreed on this fixed period.",You seem to be a fixed-term employee.,NULL,NULL,1594,1593
1451,"No, I did not voluntarily agree on this fixed period.",NULL,NULL,1668,NULL,1593
1452,"Yes, the termination was due to the expiration of the fixed period.",NULL,NULL,NULL,1595,1594
1453,"No, the termination happened before the lapse of the period.",NULL,NULL,1671,NULL,1594
1454,"Yes, I was allowed to work beyond the fixed term.",NULL,NULL,1670,NULL,1595
1455,"No, I was not allowed to work beyond the fixed term.",NULL,NULL,1669,NULL,1595
1456,"Yes, I voluntarily resigned.",NULL,NULL,NULL,1597,1596
1458,"No, I resigned due to other acts or conduct of the employer.",NULL,NULL,NULL,1707,1596
1460,"Yes, I gave the employer a written notice. ",NULL,NULL,NULL,1598,1597
1461,"No, I did not give the employer a written notice.",NULL,NULL,1672,NULL,1597
1462,"Yes, I gave the notice at least 1 month in advance.",NULL,NULL,NULL,1599,1598
1463,"No, I gave it less than 1 one month before my intended date of resignation.",NULL,NULL,1673,NULL,1598
1464,"No, the employer asked to shorten the date of resignation to less than 1 month.",NULL,NULL,1674,NULL,1598
1465,The employer wanted to extend the period beyond 30 days.,NULL,NULL,1675,NULL,1598
1466,"Yes, I withdrew my resignation.",NULL,NULL,NULL,1600,1599
1467,"No, I did not withdraw my resignation.",NULL,NULL,NULL,1702,1599
1468,"Yes, I withdrew my resignation before he accepted it.",NULL,NULL,1676,NULL,1600
1469,"No, I withdrew my resignation after he accepted it.",NULL,NULL,NULL,1701,1600
1470,"Yes, he still accepted my withdrawal.",NULL,NULL,1677,NULL,1701
1471,"No, he did not accept my withdrawal.",NULL,NULL,1678,NULL,1701
1472,"Yes, the employer accepted my resignation.",NULL,NULL,1679,NULL,1702
1473,"No, the employer did not accept my resignation.",NULL,NULL,1680,NULL,1702
1474,The employer demanded that I submit my resignation letter.,NULL,NULL,NULL,1704,1703
1475,The employer threatened to dismiss me if I did not resign.,NULL,NULL,NULL,1706,1703
1476,The employer threatened to file charges against me if I did not resign.,NULL,NULL,NULL,1729,1703
1477,"Yes, I had the intention to resign.",NULL,NULL,NULL,1705,1704
1478,"No, I had no intention to resign.",NULL,NULL,1683,NULL,1704
1479,"Yes, I performed an act that would show an intent to resign.",NULL,NULL,1682,NULL,1705
1480,"No, I did not perform any act that would show an intent to resign.",NULL,NULL,1683,NULL,1705
1481,"Yes, I resigned because the employer threatened to dismiss me for causes such as or similar to the above.",NULL,NULL,1684,NULL,1706
1482,"No, I resigned because the employer threatened to dismiss me for other causes or reasons.",NULL,NULL,1685,NULL,1706
1483,"Yes, I resigned because the employer assured me that I would be re-hired again.",NULL,NULL,1681,NULL,1707
1484,"No, I did not resign because of such an assurance made by the employer.",NULL,NULL,NULL,1708,1707
1485,"Yes, I resigned because the employer performed such an act.",NULL,NULL,1686,NULL,1708
1486,"No, the employer did not perform such an act.",NULL,NULL,NULL,1709,1708
1487,"Yes, I resigned because the employer treated me inhumanely.",NULL,NULL,1686,NULL,1709
1488,"No, the employer did not treat me inhumanely.",NULL,NULL,NULL,1710,1709
1489,"Yes, I resigned because the employer committed a crime or offense against me or my immediate family members.",NULL,NULL,1686,NULL,1710
1490,"No, the employer did not commit a crime or offense against me or my immediate family members.",NULL,NULL,NULL,1711,1710
1535,Damages.,NULL,NULL,NULL,NULL,1732
1536,Legality of Strikes and Lockouts.,NULL,NULL,NULL,NULL,1732
1537,Wage increases and wage distortion.,NULL,NULL,NULL,NULL,1732
1538,Enforcement or annulment of compromise agreements.,NULL,NULL,NULL,NULL,1732
1539,Execution and enforcement of decisions by voluntary arbitrators.,NULL,NULL,NULL,NULL,1732
1540,Issues in relation to Overseas Filipino Workers.,NULL,NULL,NULL,NULL,1732
1541,Issues in relation to domestic workers or kasambahay.,NULL,NULL,NULL,NULL,1732
1542,Issues in relation to alien parties.,NULL,NULL,NULL,NULL,1732
1543,Issues in relation to priests and ministers.,NULL,NULL,NULL,NULL,1732
1544,Criminal and civil suits arising from violations of the penal provisions of the Labor Code.,NULL,NULL,NULL,NULL,1732
1545,Constitutionality of labor contracts and agreements.,NULL,NULL,NULL,NULL,1732
1002,"No, I am not employed by the government or a government owned or controlled corporation.",NULL,NULL,NULL,1002,1001
1010,"No, I do not engage in such work.",You do not seem to be a domestic worker.,NULL,NULL,1007,1004
1020,"No, I am not a supervisory employee.","You seem to fall under the law’s definition of rank-and-file employee. (Art. 219 (m), Labor Code)",NULL,NULL,1010,1009
1048,"No, I was not able to institute a claim before 3 years had passed.",NULL,NULL,1702,NULL,1020
1067,"No, I do not devote more than 20% of my hours worked in a workweek to activities unrelated to management work.",NULL,NULL,NULL,1030,1029
1069,"No, I am not a field personnel.",NULL,NULL,NULL,1031,1030
1072,"No, I am a member of the employer’s family who is not dependent on him for support.",NULL,NULL,NULL,1032,1031
1079,Underpayment or non-payment of wages.,"Included in this section are concerns about minimum wage, basic wages, premium pay, overtime pay, night differentials, and holiday pay.",NULL,NULL,1036,1035
1113,"Yes, I am a health personnel employed in such a hospital.",NULL,NULL,1720,NULL,1040
1492,"No, I did not resign because of that.",NULL,NULL,NULL,1712,1711
1493,"Yes, I resigned because my roles were diminished or downgraded.",NULL,NULL,1687,NULL,1712
1494,"No, I did not resign because of that.",NULL,NULL,NULL,1713,1712
1495,"Yes, I resigned because my salary was decreased.",NULL,NULL,1687,NULL,1713
1496,"No, I did not resign because my salary was decreased.",NULL,NULL,NULL,1714,1713
1497,"Yes, I resigned because my salary was withheld.",NULL,NULL,1687,NULL,1714
1498,"No, I did not resign because of that.",NULL,NULL,NULL,1715,1714
1500,"No, I did not resign because the employer discriminated against me.",NULL,NULL,NULL,1716,1715
1501,"Yes, I resigned because the employer constantly pressured me to resign.",NULL,NULL,1687,NULL,1716
1502,"No, I did not resign because of that.",NULL,NULL,NULL,1717,1716
1503,"Yes, I resigned because I was replaced by another while I was on leave.",NULL,NULL,1687,NULL,1717
1504,"No, I did not resign because of that.",NULL,NULL,NULL,1718,1717
1505,"Yes, I resigned because of such transfer.",NULL,NULL,NULL,1719,1718
1506,"No, I did not resign because of that.",NULL,NULL,NULL,1724,1718
1508,"No, it was not done to comply with an order from the government.",NULL,NULL,NULL,1720,1719
1509,"Yes, it was.",NULL,NULL,1690,NULL,1720
1510,"No, it was not.",NULL,NULL,NULL,1721,1720
1511,"Yes, the transfer involved a demotion in rank.",NULL,NULL,1690,NULL,1721
1512,"No, it did not.",NULL,NULL,NULL,1722,1721
1513,"Yes, it involved a decrease in salaries, benefits, or other privileges.",NULL,NULL,1690,NULL,1722
1514,"No, it did not.",NULL,NULL,NULL,1723,1722
1515,"Yes, the transfer involved discrimination or disdain by the employer.",NULL,NULL,1690,NULL,1723
1516,"No, it did not.",The transfer seems to be valid.,NULL,1689,NULL,1723
1517,"Yes, I resigned because I was suspended.",NULL,NULL,NULL,1725,1724
1519,I was indefinitely suspended.,NULL,NULL,1691,NULL,1725
1520,I was preventively suspended.,NULL,NULL,NULL,1726,1725
1521,"Yes, the suspension lasted for more than 30 days. ",NULL,NULL,NULL,1716,1726
1522,"No, the suspension did not last for more than 30 days.",NULL,NULL,1692,NULL,1726
1523,"Yes, the employer paid the salaries and benefits due me.",NULL,NULL,1692,NULL,1727
1524,"No, the employer did not pay the salaries and benefits due me.",NULL,NULL,1693,NULL,1727
1527,"Yes, it is just or legal.",NULL,NULL,1694,NULL,1729
1528,"No, it is not just or legal.",NULL,NULL,NULL,1704,1729
1529,"Yes, it was habitual.",NULL,NULL,NULL,1243,1730
1530,"No, it was not habitual.",NULL,NULL,NULL,1731,1730
1531,"Yes, it caused substantial loss or damage.",NULL,NULL,NULL,1243,1731
1532,"No, it did not cause substantial loss or damage.",NULL,NULL,1612,NULL,1731
1533,Illegal termination. ,This includes claims for reinstatement or separation pay.,NULL,NULL,1733,1732
1534,Money claims.,This includes claims for payment of wages and benefits.,NULL,NULL,1738,1732
1546,"Yes, I am a corporate officer.",NULL,NULL,1695,NULL,1733
1547,"No, I am not a corporate officer.",NULL,NULL,NULL,1734,1733
1548,"Yes, my employer can be sued.",NULL,NULL,NULL,1735,1734
1549,"No, my employer cannot be sued.",NULL,NULL,1696,NULL,1734
1550,"Yes, there is.",NULL,NULL,NULL,1736,1735
1551,"No, there is no CBA.",NULL,NULL,1697,NULL,1735
1552,"Yes, there is.",NULL,NULL,NULL,1737,1736
1553,"No, there is no grievance mechanism.",NULL,NULL,1697,NULL,1736
1554,"Yes, I already in the process of going through the grievance mechanism for this issue.",NULL,NULL,NULL,1738,1737
1555,"No, I did not use the grievance mechanism for this issue.",NULL,NULL,1697,NULL,1737
1556,"Yes, I have been terminated.",NULL,NULL,1698,NULL,1738
1557,"No, I have not yet been terminated.",NULL,NULL,1699,NULL,1738
1558,"Yes, I am asking for reinstatement.",NULL,NULL,1700,NULL,1739
1559,"No, I am not asking for reinstatement.",NULL,NULL,NULL,1740,1739
1560,"Yes, the claim involves an amount above P5,000.00.",NULL,NULL,1700,NULL,1740
1561,"No, the claim involves an amount of P5,000.00 or less.",NULL,NULL,1701,NULL,1740
1119,"No, a majority of the employees did not agree to the CWW system.",The CWW does not seem to be valid.,NULL,NULL,1046,1042
1138,"Yes, I do. ",NULL,NULL,1722,NULL,1202
1140,"Yes, I have been working for the employer for at least 1 month during the calendar year.",NULL,NULL,NULL,1204,1203
1150,I’m not sure if I was validly terminated under one of those causes.,NULL,NULL,NULL,1229,1207
1163,"Yes, I work in such an establishment.",NULL,NULL,1737,NULL,1212
1171,"Yes, I have rendered service for at least 5 years.",NULL,NULL,NULL,1217,1216
1180,"No, I am not employed in such an establishment.",NULL,NULL,NULL,1221,1220
1189,"Yes, I was able to institute a claim before 4 years had passed.",NULL,NULL,NULL,1226,1225
1200,"No, I was not given such a notice.",NULL,NULL,1607,NULL,1230
1206,Willful disobedience of the lawful orders of the employer or his representative in connection with his work.,NULL,NULL,NULL,1238,1233
1213,"I was a striker who violated an order, prohibition, or injunction issued by the Department of Labor and Employment (DOLE) Secretary or the National Labor Relations Commission (NLRC).",NULL,NULL,NULL,1416,1233
1218,Failure to comply with weight standards of the employer.,"In the context of flight attendants, obesity in violation of the continuing qualification of weight standards has been held as a voluntary act – being entirely attributable to the employee – which is analogous to the ground of gross neglect of duties. (Yrasuegi v. Philippine Airlines, Inc., G.R. No. 168081, 17 October 2008)",NULL,NULL,1242,1233
1256,"No, I am not.",NULL,NULL,1618,NULL,1401
1262,"No, I do not.",NULL,NULL,NULL,1405,1404
1268,"No, I did not.",NULL,NULL,NULL,1408,1407
1273,"Yes, I did.",NULL,NULL,NULL,1411,1410
1279,"Yes, I did.",NULL,NULL,1625,NULL,1413
1285,The Secretary assumed jurisdiction.,NULL,NULL,NULL,1417,1416
1292,"No, there is no such agreement.",NULL,NULL,1629,NULL,1419
1299,"Yes, I was.",NULL,NULL,NULL,1424,1423
1305,"Yes, I was.",NULL,NULL,NULL,1427,1426
1307,"Yes, I the sole and exclusive bargaining agent was the one that demanded my dismissal.",NULL,NULL,1630,NULL,1427
1322,"No, it was not.",NULL,NULL,1633,NULL,1434
1328,"No, it was not.",NULL,NULL,1633,NULL,1437
1334,"No, it was not.",NULL,NULL,1634,NULL,1440
1339,Installation of labor-saving devices.,"Labor-saving devices are machineries or equipment that replaces the need for employing workers, and thereby reduces the number of workers in the workplace. (Sec. 4 (m), Rule I-A, Book VI, Implementing Rules of the Labor Code)",NULL,NULL,1444,1443
1363,"Yes, they can be proved by externally audited financial statements.",NULL,NULL,1640,NULL,1554
1376,"No, the suspension was not bona fide.",NULL,NULL,1643,NULL,1560
1382,"No, I was not terminated as a probationary employee.",NULL,NULL,NULL,1574,1563
1388,"No, I was not terminated on the ground that I failed to qualify as a regular employee.",NULL,NULL,1647,NULL,1566
1401,"Yes, I have been repeatedly hired as a probationary employer by the same employer.",NULL,NULL,1652,NULL,1573
1408,"There is a written employment contract, but it does not state that I am a project employee.",You do not seem to be a project employee.,NULL,NULL,1579,1575
1417,"No, I was not terminated as a seasonal employee.",NULL,NULL,NULL,1585,1579
1420,"No, there is no written employment contract.",You do not seem to be a seasonal employee.,NULL,1659,NULL,1580
1433,"Yes, there is such a written employment contract.",NULL,NULL,NULL,1587,1586
1435,"There is a written employment contract, but it does not state that I am a casual employee.",You do not seem to be a casual employee.,NULL,NULL,1590,1586
1457,"No, I was forced by the employer to resign.",NULL,NULL,NULL,1703,1596
1459,"I availed of the employer’s special voluntary resignation (SVR) program, Special Separation Program (SSP), or other similar programs.","Under SVRs, SSPs, and similar schemes, employers offer resignation benefits to employees who voluntarily terminate the employment relationship. (Jiao v. NLRC, G.R. No. 18233, 18 April 2012)",NULL,1606,NULL,1596
1491,"Yes, I resigned because I was demoted.",NULL,NULL,1687,NULL,1711
1499,"Yes, I resigned because the employer discriminated against me.",NULL,NULL,1687,NULL,1715
1507,"Yes, it was done to comply with an order from the government.",NULL,NULL,1688,NULL,1719
1518,"No, I did not resign because I was suspended.",NULL,NULL,NULL,1728,1724
1525,"Yes, I resigned because continued employment became impossible, unreasonable, or unlikely.",NULL,NULL,1687,NULL,1728
1526,"No, I did not resign because of that.","The resignation will not likely be categorized as constructive dismissal if it is not caused by such or similar circumstances. Rather, it would probably be categorized as being voluntary resignation.",NULL,NULL,1597,1728
